Processos_Usuario,Data,CPU.Uso,CPU.Temperatura,CPU.Hotspot,CPU.Tempo_CPU_Ociosa,CPU.CPU_IO_Wait,RAM.Total,RAM.Uso,RAM.livre,SWAP.Total,SWAP.Uso,SWAP.livre,SWAP.Swap_Rate_MBs,Disco.Total,Disco.Uso,Disco.Livre,Disco.Porcentagem_de_Uso,Disco.Temperature,Disco.Hotspot,Disco.Throughput_MB_s,Disco.IOPS_Total,Disco.Read_Count,Disco.Write_Count,Disco.Latencia_ms
"[{'pid': 2056, 'nome': 'systemd', 'cpu_%': 0.0, 'Mem_%': 0.1096560877516156, 'usuario': 'kanjaxay'}, {'pid': 2058, 'nome': '(sd-pam)', 'cpu_%': 0.0, 'Mem_%': 0.03022228759983552, 'usuario': 'kanjaxay'}, {'pid': 2069, 'nome': 'mpris-proxy', 'cpu_%': 0.0, 'Mem_%': 0.03209446470778993, 'usuario': 'kanjaxay'}, {'pid': 2070, 'nome': 'pipewire', 'cpu_%': 0.0, 'Mem_%': 0.11911726849359949, 'usuario': 'kanjaxay'}, {'pid': 2071, 'nome': 'pipewire', 'cpu_%': 0.0, 'Mem_%': 0.04506597752718836, 'usuario': 'kanjaxay'}, {'pid': 2072, 'nome': 'wireplumber', 'cpu_%': 0.0, 'Mem_%': 0.16582140099024795, 'usuario': 'kanjaxay'}, {'pid': 2073, 'nome': 'pipewire-pulse', 'cpu_%': 0.0, 'Mem_%': 0.16040546007080841, 'usuario': 'kanjaxay'}, {'pid': 2075, 'nome': 'dbus-daemon', 'cpu_%': 0.0, 'Mem_%': 0.051819187809452494, 'usuario': 'kanjaxay'}, {'pid': 2095, 'nome': 'kwalletd6', 'cpu_%': 0.0, 'Mem_%': 0.9560807309514338, 'usuario': 'kanjaxay'}, {'pid': 2096, 'nome': 'startplasma-wayland', 'cpu_%': 0.0, 'Mem_%': 0.35581394571355024, 'usuario': 'kanjaxay'}, {'pid': 2110, 'nome': 'kwin_wayland_wrapper', 'cpu_%': 0.0, 'Mem_%': 0.14813601366689289, 'usuario': 'kanjaxay'}, {'pid': 2122, 'nome': 'kwin_wayland', 'cpu_%': 0.0, 'Mem_%': 2.4259069193660006, 'usuario': 'kanjaxay'}, {'pid': 2129, 'nome': 'xdg-desktop-portal', 'cpu_%': 0.0, 'Mem_%': 0.15412029406553288, 'usuario': 'kanjaxay'}, {'pid': 2134, 'nome': 'xdg-permission-store', 'cpu_%': 0.0, 'Mem_%': 0.051819187809452494, 'usuario': 'kanjaxay'}, {'pid': 2140, 'nome': 'xdg-document-portal', 'cpu_%': 0.0, 'Mem_%': 0.06719778548193517, 'usuario': 'kanjaxay'}, {'pid': 2146, 'nome': 'fusermount3', 'cpu_%': 0.0, 'Mem_%': 0.016949889173801556, 'usuario': 'kanjaxay'}, {'pid': 2173, 'nome': 'Xwayland', 'cpu_%': 0.0, 'Mem_%': 1.072088848176466, 'usuario': 'kanjaxay'}, {'pid': 2187, 'nome': 'at-spi-bus-launcher', 'cpu_%': 0.0, 'Mem_%': 0.06164811762621315, 'usuario': 'kanjaxay'}, {'pid': 2202, 'nome': 'dbus-daemon', 'cpu_%': 0.0, 'Mem_%': 0.038446494181206686, 'usuario': 'kanjaxay'}, {'pid': 2212, 'nome': 'ksmserver', 'cpu_%': 0.0, 'Mem_%': 0.9445802144311424, 'usuario': 'kanjaxay'}, {'pid': 2214, 'nome': 'kded6', 'cpu_%': 0.0, 'Mem_%': 1.2338650093441696, 'usuario': 'kanjaxay'}, {'pid': 2242, 'nome': 'plasmashell', 'cpu_%': 0.0, 'Mem_%': 4.352778344259938, 'usuario': 'kanjaxay'}, {'pid': 2244, 'nome': 'at-spi2-registryd', 'cpu_%': 0.0, 'Mem_%': 0.05780346820809249, 'usuario': 'kanjaxay'}, {'pid': 2259, 'nome': 'dconf-service', 'cpu_%': 0.0, 'Mem_%': 0.04934523948822701, 'usuario': 'kanjaxay'}, {'pid': 2267, 'nome': 'kactivitymanagerd', 'cpu_%': 0.0, 'Mem_%': 0.37891527395634483, 'usuario': 'kanjaxay'}, {'pid': 2290, 'nome': 'gmenudbusmenuproxy', 'cpu_%': 0.0, 'Mem_%': 0.20694243389710382, 'usuario': 'kanjaxay'}, {'pid': 2291, 'nome': 'kaccess', 'cpu_%': 0.0, 'Mem_%': 0.9461849376665319, 'usuario': 'kanjaxay'}, {'pid': 2292, 'nome': 'polkit-kde-authentication-agent-1', 'cpu_%': 0.0, 'Mem_%': 0.9466195502094498, 'usuario': 'kanjaxay'}, {'pid': 2293, 'nome': 'org_kde_powerdevil', 'cpu_%': 0.0, 'Mem_%': 0.49512398158580084, 'usuario': 'kanjaxay'}, {'pid': 2294, 'nome': 'xembedsniproxy', 'cpu_%': 0.0, 'Mem_%': 0.20283033060641822, 'usuario': 'kanjaxay'}, {'pid': 2337, 'nome': 'xsettingsd', 'cpu_%': 0.0, 'Mem_%': 0.03674147574360534, 'usuario': 'kanjaxay'}, {'pid': 2341, 'nome': 'obexd', 'cpu_%': 0.0, 'Mem_%': 0.15107800626510695, 'usuario': 'kanjaxay'}, {'pid': 2427, 'nome': 'kdeconnectd', 'cpu_%': 0.0, 'Mem_%': 1.0942540878652836, 'usuario': 'kanjaxay'}, {'pid': 2432, 'nome': 'xwaylandvideobridge', 'cpu_%': 0.0, 'Mem_%': 1.1580084047379453, 'usuario': 'kanjaxay'}, {'pid': 2443, 'nome': 'xdg-desktop-portal-gtk', 'cpu_%': 0.0, 'Mem_%': 0.20406730476703097, 'usuario': 'kanjaxay'}, {'pid': 2453, 'nome': 'agent', 'cpu_%': 0.0, 'Mem_%': 0.05509549774837271, 'usuario': 'kanjaxay'}, {'pid': 2456, 'nome': 'DiscoverNotifier', 'cpu_%': 0.0, 'Mem_%': 2.1146574751685794, 'usuario': 'kanjaxay'}, {'pid': 2590, 'nome': 'xdg-desktop-portal-kde', 'cpu_%': 0.0, 'Mem_%': 1.2519850092104428, 'usuario': 'kanjaxay'}, {'pid': 11655, 'nome': 'baloorunner', 'cpu_%': 0.0, 'Mem_%': 0.9405684063426687, 'usuario': 'kanjaxay'}, {'pid': 49859, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 3.5110675755640766, 'usuario': 'kanjaxay'}, {'pid': 49863, 'nome': 'cat', 'cpu_%': 0.0, 'Mem_%': 0.016114095822036194, 'usuario': 'kanjaxay'}, {'pid': 49864, 'nome': 'cat', 'cpu_%': 0.0, 'Mem_%': 0.01557918807690636, 'usuario': 'kanjaxay'}, {'pid': 49866, 'nome': 'chrome_crashpad_handler', 'cpu_%': 0.0, 'Mem_%': 0.03162642043080132, 'usuario': 'kanjaxay'}, {'pid': 49868, 'nome': 'chrome_crashpad_handler', 'cpu_%': 0.0, 'Mem_%': 0.026143616043220547, 'usuario': 'kanjaxay'}, {'pid': 49874, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 0.5254131326537776, 'usuario': 'kanjaxay'}, {'pid': 49875, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 0.5266166750803197, 'usuario': 'kanjaxay'}, {'pid': 49877, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 0.14940641956157624, 'usuario': 'kanjaxay'}, {'pid': 49918, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 2.014663158563372, 'usuario': 'kanjaxay'}, {'pid': 49921, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 1.1255796226894492, 'usuario': 'kanjaxay'}, {'pid': 49922, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 0.5157847932414407, 'usuario': 'kanjaxay'}, {'pid': 50065, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 1.0617584423486461, 'usuario': 'kanjaxay'}, {'pid': 50326, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 1.9346610189323912, 'usuario': 'kanjaxay'}, {'pid': 50346, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 1.041398516299642, 'usuario': 'kanjaxay'}, {'pid': 50381, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 0.7034036848457292, 'usuario': 'kanjaxay'}, {'pid': 50424, 'nome': 'dolphin', 'cpu_%': 0.0, 'Mem_%': 1.5674802836348318, 'usuario': 'kanjaxay'}, {'pid': 50473, 'nome': 'code', 'cpu_%': 0.0, 'Mem_%': 1.6746289913311514, 'usuario': 'kanjaxay'}, {'pid': 50476, 'nome': 'code', 'cpu_%': 0.0, 'Mem_%': 0.4159576353065857, 'usuario': 'kanjaxay'}, {'pid': 50477, 'nome': 'code', 'cpu_%': 0.0, 'Mem_%': 0.4123135762928888, 'usuario': 'kanjaxay'}, {'pid': 50479, 'nome': 'code', 'cpu_%': 0.0, 'Mem_%': 0.10464132764102341, 'usuario': 'kanjaxay'}, {'pid': 50498, 'nome': 'chrome_crashpad_handler', 'cpu_%': 0.0, 'Mem_%': 0.027614612342327583, 'usuario': 'kanjaxay'}, {'pid': 50513, 'nome': 'code', 'cpu_%': 0.0, 'Mem_%': 1.4495999893018452, 'usuario': 'kanjaxay'}, {'pid': 50519, 'nome': 'code', 'cpu_%': 0.0, 'Mem_%': 0.6106974862679152, 'usuario': 'kanjaxay'}, {'pid': 50556, 'nome': 'code', 'cpu_%': 0.0, 'Mem_%': 3.411307281097363, 'usuario': 'kanjaxay'}, {'pid': 50616, 'nome': 'code', 'cpu_%': 0.0, 'Mem_%': 1.1972572605368468, 'usuario': 'kanjaxay'}, {'pid': 50788, 'nome': 'code', 'cpu_%': 0.0, 'Mem_%': 0.9447139413674248, 'usuario': 'kanjaxay'}, {'pid': 50934, 'nome': 'code', 'cpu_%': 0.0, 'Mem_%': 2.0132590257324057, 'usuario': 'kanjaxay'}, {'pid': 50939, 'nome': 'code', 'cpu_%': 0.0, 'Mem_%': 0.9239194027755024, 'usuario': 'kanjaxay'}, {'pid': 51384, 'nome': 'pet', 'cpu_%': 0.0, 'Mem_%': 0.04115446464092646, 'usuario': 'kanjaxay'}, {'pid': 51537, 'nome': 'zsh', 'cpu_%': 0.0, 'Mem_%': 0.056934243122256506, 'usuario': 'kanjaxay'}, {'pid': 51645, 'nome': 'code', 'cpu_%': 0.0, 'Mem_%': 5.329921067675859, 'usuario': 'kanjaxay'}, {'pid': 51799, 'nome': 'zsh', 'cpu_%': 0.0, 'Mem_%': 0.05997653092268243, 'usuario': 'kanjaxay'}, {'pid': 53502, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 1.8891938605963554, 'usuario': 'kanjaxay'}, {'pid': 54546, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 3.1868131868131866, 'usuario': 'kanjaxay'}, {'pid': 55914, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 2.259684337566905, 'usuario': 'kanjaxay'}, {'pid': 55936, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 0.5748920990782871, 'usuario': 'kanjaxay'}, {'pid': 57687, 'nome': 'DesktopEditors', 'cpu_%': 0.0, 'Mem_%': 2.120842345971643, 'usuario': 'kanjaxay'}, {'pid': 57807, 'nome': 'editors_helper', 'cpu_%': 0.0, 'Mem_%': 0.6162137223895666, 'usuario': 'kanjaxay'}, {'pid': 57808, 'nome': 'editors_helper', 'cpu_%': 0.0, 'Mem_%': 0.6176178552205324, 'usuario': 'kanjaxay'}, {'pid': 57832, 'nome': 'editors_helper', 'cpu_%': 0.0, 'Mem_%': 1.1467419103561483, 'usuario': 'kanjaxay'}, {'pid': 57860, 'nome': 'editors_helper', 'cpu_%': 0.0, 'Mem_%': 0.2899534295944396, 'usuario': 'kanjaxay'}, {'pid': 57865, 'nome': 'editors_helper', 'cpu_%': 0.0, 'Mem_%': 0.8986784435521885, 'usuario': 'kanjaxay'}, {'pid': 57867, 'nome': 'editors_helper', 'cpu_%': 0.0, 'Mem_%': 1.2216624264083953, 'usuario': 'kanjaxay'}, {'pid': 57888, 'nome': 'editors_helper', 'cpu_%': 0.0, 'Mem_%': 3.243112226988101, 'usuario': 'kanjaxay'}, {'pid': 58651, 'nome': 'python', 'cpu_%': 0.0, 'Mem_%': 0.5906384458255466, 'usuario': 'kanjaxay'}]",30/09/25 13:54:23,10.3,42.0,100.0,314027.57,179.08,11.41,4.54,0.6,0.5,0.0,0.5,0,468.09,67.06,377.18,15.1,35.85,86.85,0.35,49,49,0,0.37
"[{'pid': 2056, 'nome': 'systemd', 'cpu_%': 0.0, 'Mem_%': 0.1096560877516156, 'usuario': 'kanjaxay'}, {'pid': 2058, 'nome': '(sd-pam)', 'cpu_%': 0.0, 'Mem_%': 0.03022228759983552, 'usuario': 'kanjaxay'}, {'pid': 2069, 'nome': 'mpris-proxy', 'cpu_%': 0.0, 'Mem_%': 0.03209446470778993, 'usuario': 'kanjaxay'}, {'pid': 2070, 'nome': 'pipewire', 'cpu_%': 0.0, 'Mem_%': 0.11911726849359949, 'usuario': 'kanjaxay'}, {'pid': 2071, 'nome': 'pipewire', 'cpu_%': 0.0, 'Mem_%': 0.04506597752718836, 'usuario': 'kanjaxay'}, {'pid': 2072, 'nome': 'wireplumber', 'cpu_%': 0.0, 'Mem_%': 0.16582140099024795, 'usuario': 'kanjaxay'}, {'pid': 2073, 'nome': 'pipewire-pulse', 'cpu_%': 0.0, 'Mem_%': 0.16040546007080841, 'usuario': 'kanjaxay'}, {'pid': 2075, 'nome': 'dbus-daemon', 'cpu_%': 0.0, 'Mem_%': 0.051819187809452494, 'usuario': 'kanjaxay'}, {'pid': 2095, 'nome': 'kwalletd6', 'cpu_%': 0.0, 'Mem_%': 0.9560807309514338, 'usuario': 'kanjaxay'}, {'pid': 2096, 'nome': 'startplasma-wayland', 'cpu_%': 0.0, 'Mem_%': 0.35581394571355024, 'usuario': 'kanjaxay'}, {'pid': 2110, 'nome': 'kwin_wayland_wrapper', 'cpu_%': 0.0, 'Mem_%': 0.14813601366689289, 'usuario': 'kanjaxay'}, {'pid': 2122, 'nome': 'kwin_wayland', 'cpu_%': 11.2, 'Mem_%': 2.4259069193660006, 'usuario': 'kanjaxay'}, {'pid': 2129, 'nome': 'xdg-desktop-portal', 'cpu_%': 0.0, 'Mem_%': 0.15412029406553288, 'usuario': 'kanjaxay'}, {'pid': 2134, 'nome': 'xdg-permission-store', 'cpu_%': 0.0, 'Mem_%': 0.051819187809452494, 'usuario': 'kanjaxay'}, {'pid': 2140, 'nome': 'xdg-document-portal', 'cpu_%': 0.0, 'Mem_%': 0.06719778548193517, 'usuario': 'kanjaxay'}, {'pid': 2146, 'nome': 'fusermount3', 'cpu_%': 0.0, 'Mem_%': 0.016949889173801556, 'usuario': 'kanjaxay'}, {'pid': 2173, 'nome': 'Xwayland', 'cpu_%': 7.1, 'Mem_%': 1.072088848176466, 'usuario': 'kanjaxay'}, {'pid': 2187, 'nome': 'at-spi-bus-launcher', 'cpu_%': 0.0, 'Mem_%': 0.06164811762621315, 'usuario': 'kanjaxay'}, {'pid': 2202, 'nome': 'dbus-daemon', 'cpu_%': 0.0, 'Mem_%': 0.038446494181206686, 'usuario': 'kanjaxay'}, {'pid': 2212, 'nome': 'ksmserver', 'cpu_%': 0.0, 'Mem_%': 0.9445802144311424, 'usuario': 'kanjaxay'}, {'pid': 2214, 'nome': 'kded6', 'cpu_%': 0.3, 'Mem_%': 1.2338650093441696, 'usuario': 'kanjaxay'}, {'pid': 2242, 'nome': 'plasmashell', 'cpu_%': 0.3, 'Mem_%': 4.352778344259938, 'usuario': 'kanjaxay'}, {'pid': 2244, 'nome': 'at-spi2-registryd', 'cpu_%': 0.0, 'Mem_%': 0.05780346820809249, 'usuario': 'kanjaxay'}, {'pid': 2259, 'nome': 'dconf-service', 'cpu_%': 0.0, 'Mem_%': 0.04934523948822701, 'usuario': 'kanjaxay'}, {'pid': 2267, 'nome': 'kactivitymanagerd', 'cpu_%': 0.0, 'Mem_%': 0.37891527395634483, 'usuario': 'kanjaxay'}, {'pid': 2290, 'nome': 'gmenudbusmenuproxy', 'cpu_%': 0.0, 'Mem_%': 0.20694243389710382, 'usuario': 'kanjaxay'}, {'pid': 2291, 'nome': 'kaccess', 'cpu_%': 0.0, 'Mem_%': 0.9461849376665319, 'usuario': 'kanjaxay'}, {'pid': 2292, 'nome': 'polkit-kde-authentication-agent-1', 'cpu_%': 0.0, 'Mem_%': 0.9466195502094498, 'usuario': 'kanjaxay'}, {'pid': 2293, 'nome': 'org_kde_powerdevil', 'cpu_%': 0.3, 'Mem_%': 0.49512398158580084, 'usuario': 'kanjaxay'}, {'pid': 2294, 'nome': 'xembedsniproxy', 'cpu_%': 0.0, 'Mem_%': 0.20283033060641822, 'usuario': 'kanjaxay'}, {'pid': 2337, 'nome': 'xsettingsd', 'cpu_%': 0.0, 'Mem_%': 0.03674147574360534, 'usuario': 'kanjaxay'}, {'pid': 2341, 'nome': 'obexd', 'cpu_%': 0.0, 'Mem_%': 0.15107800626510695, 'usuario': 'kanjaxay'}, {'pid': 2427, 'nome': 'kdeconnectd', 'cpu_%': 0.0, 'Mem_%': 1.0942540878652836, 'usuario': 'kanjaxay'}, {'pid': 2432, 'nome': 'xwaylandvideobridge', 'cpu_%': 0.0, 'Mem_%': 1.1580084047379453, 'usuario': 'kanjaxay'}, {'pid': 2443, 'nome': 'xdg-desktop-portal-gtk', 'cpu_%': 0.0, 'Mem_%': 0.20406730476703097, 'usuario': 'kanjaxay'}, {'pid': 2453, 'nome': 'agent', 'cpu_%': 0.0, 'Mem_%': 0.05509549774837271, 'usuario': 'kanjaxay'}, {'pid': 2456, 'nome': 'DiscoverNotifier', 'cpu_%': 0.0, 'Mem_%': 2.1146574751685794, 'usuario': 'kanjaxay'}, {'pid': 2590, 'nome': 'xdg-desktop-portal-kde', 'cpu_%': 0.0, 'Mem_%': 1.2519850092104428, 'usuario': 'kanjaxay'}, {'pid': 11655, 'nome': 'baloorunner', 'cpu_%': 0.0, 'Mem_%': 0.9405684063426687, 'usuario': 'kanjaxay'}, {'pid': 49859, 'nome': 'chrome', 'cpu_%': 0.3, 'Mem_%': 3.5153468375251156, 'usuario': 'kanjaxay'}, {'pid': 49863, 'nome': 'cat', 'cpu_%': 0.0, 'Mem_%': 0.016114095822036194, 'usuario': 'kanjaxay'}, {'pid': 49864, 'nome': 'cat', 'cpu_%': 0.0, 'Mem_%': 0.01557918807690636, 'usuario': 'kanjaxay'}, {'pid': 49866, 'nome': 'chrome_crashpad_handler', 'cpu_%': 0.0, 'Mem_%': 0.03162642043080132, 'usuario': 'kanjaxay'}, {'pid': 49868, 'nome': 'chrome_crashpad_handler', 'cpu_%': 0.0, 'Mem_%': 0.026143616043220547, 'usuario': 'kanjaxay'}, {'pid': 49874, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 0.5254131326537776, 'usuario': 'kanjaxay'}, {'pid': 49875, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 0.5266166750803197, 'usuario': 'kanjaxay'}, {'pid': 49877, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 0.14940641956157624, 'usuario': 'kanjaxay'}, {'pid': 49918, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 2.014663158563372, 'usuario': 'kanjaxay'}, {'pid': 49921, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 1.1255796226894492, 'usuario': 'kanjaxay'}, {'pid': 49922, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 0.5157847932414407, 'usuario': 'kanjaxay'}, {'pid': 50065, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 1.0617584423486461, 'usuario': 'kanjaxay'}, {'pid': 50326, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 1.9346610189323912, 'usuario': 'kanjaxay'}, {'pid': 50346, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 1.041398516299642, 'usuario': 'kanjaxay'}, {'pid': 50381, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 0.7034036848457292, 'usuario': 'kanjaxay'}, {'pid': 50424, 'nome': 'dolphin', 'cpu_%': 0.6, 'Mem_%': 1.5674802836348318, 'usuario': 'kanjaxay'}, {'pid': 50473, 'nome': 'code', 'cpu_%': 11.2, 'Mem_%': 1.6734588806386799, 'usuario': 'kanjaxay'}, {'pid': 50476, 'nome': 'code', 'cpu_%': 0.0, 'Mem_%': 0.4159576353065857, 'usuario': 'kanjaxay'}, {'pid': 50477, 'nome': 'code', 'cpu_%': 0.0, 'Mem_%': 0.4123135762928888, 'usuario': 'kanjaxay'}, {'pid': 50479, 'nome': 'code', 'cpu_%': 0.0, 'Mem_%': 0.10464132764102341, 'usuario': 'kanjaxay'}, {'pid': 50498, 'nome': 'chrome_crashpad_handler', 'cpu_%': 0.0, 'Mem_%': 0.027614612342327583, 'usuario': 'kanjaxay'}, {'pid': 50513, 'nome': 'code', 'cpu_%': 11.2, 'Mem_%': 1.4494996940996332, 'usuario': 'kanjaxay'}, {'pid': 50519, 'nome': 'code', 'cpu_%': 0.0, 'Mem_%': 0.6106974862679152, 'usuario': 'kanjaxay'}, {'pid': 50556, 'nome': 'code', 'cpu_%': 25.2, 'Mem_%': 3.4235432957672085, 'usuario': 'kanjaxay'}, {'pid': 50616, 'nome': 'code', 'cpu_%': 0.3, 'Mem_%': 1.1972572605368468, 'usuario': 'kanjaxay'}, {'pid': 50788, 'nome': 'code', 'cpu_%': 0.9, 'Mem_%': 0.9433432402705296, 'usuario': 'kanjaxay'}, {'pid': 50934, 'nome': 'code', 'cpu_%': 2.8, 'Mem_%': 2.0118214611673695, 'usuario': 'kanjaxay'}, {'pid': 50939, 'nome': 'code', 'cpu_%': 0.3, 'Mem_%': 0.9239194027755024, 'usuario': 'kanjaxay'}, {'pid': 51384, 'nome': 'pet', 'cpu_%': 0.0, 'Mem_%': 0.04115446464092646, 'usuario': 'kanjaxay'}, {'pid': 51537, 'nome': 'zsh', 'cpu_%': 0.0, 'Mem_%': 0.056934243122256506, 'usuario': 'kanjaxay'}, {'pid': 51645, 'nome': 'code', 'cpu_%': 0.0, 'Mem_%': 5.329921067675859, 'usuario': 'kanjaxay'}, {'pid': 51799, 'nome': 'zsh', 'cpu_%': 0.0, 'Mem_%': 0.05997653092268243, 'usuario': 'kanjaxay'}, {'pid': 53502, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 1.8891938605963554, 'usuario': 'kanjaxay'}, {'pid': 54546, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 3.1868131868131866, 'usuario': 'kanjaxay'}, {'pid': 55914, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 2.259684337566905, 'usuario': 'kanjaxay'}, {'pid': 55936, 'nome': 'chrome', 'cpu_%': 0.0, 'Mem_%': 0.5748920990782871, 'usuario': 'kanjaxay'}, {'pid': 57687, 'nome': 'DesktopEditors', 'cpu_%': 7.2, 'Mem_%': 2.120842345971643, 'usuario': 'kanjaxay'}, {'pid': 57807, 'nome': 'editors_helper', 'cpu_%': 0.0, 'Mem_%': 0.6162137223895666, 'usuario': 'kanjaxay'}, {'pid': 57808, 'nome': 'editors_helper', 'cpu_%': 0.0, 'Mem_%': 0.6176178552205324, 'usuario': 'kanjaxay'}, {'pid': 57832, 'nome': 'editors_helper', 'cpu_%': 0.0, 'Mem_%': 1.1467419103561483, 'usuario': 'kanjaxay'}, {'pid': 57860, 'nome': 'editors_helper', 'cpu_%': 0.0, 'Mem_%': 0.2899534295944396, 'usuario': 'kanjaxay'}, {'pid': 57865, 'nome': 'editors_helper', 'cpu_%': 0.0, 'Mem_%': 0.8986784435521885, 'usuario': 'kanjaxay'}, {'pid': 57867, 'nome': 'editors_helper', 'cpu_%': 0.0, 'Mem_%': 1.2216624264083953, 'usuario': 'kanjaxay'}, {'pid': 57888, 'nome': 'editors_helper', 'cpu_%': 3.4, 'Mem_%': 3.243112226988101, 'usuario': 'kanjaxay'}, {'pid': 58651, 'nome': 'python', 'cpu_%': 2.2, 'Mem_%': 0.5992972649498357, 'usuario': 'kanjaxay'}]",30/09/25 13:54:26,3.4,39.0,100.0,314062.37,179.11,11.41,4.53,0.62,0.5,0.0,0.5,0.0,468.09,67.06,377.18,15.1,35.85,86.85,0.35,49,49,0,0.37
